,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
0,1,0,0,24,0,0.545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333335,0.0,0,0,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,-1.6748227214791906,-1.7983126991304936,1.9946817041560234,-1.3301989070183233,0.31128403929990717,0.3435299624092194,1.2030130560607533,0.810213592385813,0.6319336379729126,0.8022032226358844,0.3799067549068935,-0.07958013124848336,-0.5673422615600876,-0.3757713338076689,0.5483482454974016,0.45693350670503075,0.21622074097039645,-0.19919685905358278,0.4706384353503944,-0.45222987015747507,-0.15825079589710805,0.3581902535813685,0.31381082808617206,0.1818964121054337,-0.1345275516681056,0.2525043711339741,0.0916990619730468,-0.0004102975442461687,-0.12301931318194474,0.020861267229807003,-0.11835891591581023,0.07467851178763027,-0.0503583836186098,0.024584174520840673,0.08720523414799611,0.054590011530143576,-0.06679048792071032,0.19530094044358687,-0.11101096166280608,0.046477844153182804,-0.01581147198533938,0.1069930420273919,0.04054760539566922,0.05851451314845365,-0.007514457836373034,0.002162563353231972,0.002557514518356846,-0.03183250432075048,-0.09958584026228379,-0.06531353175823756,-0.06262947688639786,0.11176841225527298,-0.134813191712594,-0.03640199674820424,-0.18979535786150717,-0.07248689798715782,-0.09346593112226467,-0.08716698752427367,0.037257896967093626,0.003570252161361076,1
1,1,0,0,26,0,0.4025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9166666666666666,1.1666666666666667,10000,0,-0.960327330202322,-1.4871030395669191,1.8147593993487618,-1.1667176024648496,-1.105176538007358,0.21718918516152694,0.9114614066282439,0.2490033994720461,0.9614242546733472,0.1457406935690865,0.2388369589849333,-0.28067112465552935,-0.21842111447888332,-0.19601175302324067,0.11451954725525487,0.019381871074023532,0.045733795031545316,-0.07360469914323538,-0.05865469241292153,0.005910399971869003,0.0179322246437101,0.24196701381984617,0.0901732071052449,0.09689957519479529,-0.07572520503981495,0.14022715942901945,0.10603044313380583,0.04858856958102459,-0.19841919407867772,-0.0019057921464095129,-0.25938191238960945,-0.00810204966507234,0.10632530569092186,0.13708670551905044,0.16133421440256251,0.12104042769743188,-0.12920078869430046,0.07577188130769555,-0.17159598522369313,-0.07080736957016344,-0.19065158320104483,0.2146943564336408,0.03007341489780722,0.013954583331505765,-0.018550374234704278,-0.23664945331790663,-0.0038867433214585614,-0.1593316281456613,-0.31250964085024246,-0.08562886936851966,-0.22901899081014832,0.04273650033429464,-0.1152664226057452,-0.12951491025684514,0.008725307899436005,-0.020033123239524265,-0.2926904883815334,-0.10622957871538487,-0.027913924720292676,-0.008775795197795736,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,3
2,1,0,0,40,0,0.6075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9166666666666665,1.75,0,0,0.4687713384628296,-4.8953293561935425,-1.2918154895305634,1.4104772210121155,1.2456269562244415,-0.6075714230537415,0.47545886039733887,1.2463164031505585,-2.078157275915146,-0.458401620388031,-1.6739396750926971,1.3844016194343567,1.4748397469520569,2.9544153213500977,4.247679233551025,-0.1168360486626625,0.5307714939117432,1.9002585411071777,0.17981773614883423,1.996547132730484,-1.5059682726860046,-2.1620165407657623,-3.803879201412201,-0.47452136874198914,-1.494126945734024,-0.09747660160064697,1.1168700754642487,-0.09879851341247559,1.2182839289307594,-1.6605826616287231,-4.6104782819747925,6.1486616134643555,3.578030586242676,1.9643090963363647,1.0422910451889038,2.6737819612026215,0.5480709373950958,-2.7776524126529694,0.27589155826717615,1.8348693251609802,-1.9874199032783508,2.3684575855731964,1.9707974791526794,-0.10157465934753418,-0.31150364875793457,-3.562125474214554,0.0882347822189331,1.4449781998991966,-2.8248783349990845,-1.6179066896438599,-3.857009395956993,2.046013966202736,-3.129942297935486,-1.52438685297966,3.172331750392914,3.1314040422439575,1.7588809728622437,-0.9011309444904327,2.502963811159134,-1.6514676213264465,-2.0944162894501224,-1.6356096854086692,1.5498447886655466,-1.2738633482534878,0.1248970584163539,-0.5080184756608555,-0.15516974862357313,-0.461566094351816,0.7170539034502165,-0.46829798849575105,0.8404664886562423,-0.12152730260088962,-0.32703256058070396,-0.6734375889682669,0.2599064171957358,-0.5444538809936467,-0.24973255022783505,-0.8767705884633922,-0.26002445119877826,0.3168185250176968,0.38274356990851977,0.4861004522434632,-0.362551299593886,-0.09557449085710504,0.014186218054173402,0.20343195619376556,-0.14489304209977052,-0.24528635231475665,-0.19802988114601938,0.3856936939313599,0.448956856634698,-0.292332503800585,0.1994187091344683,0.0006832550949015803,0.08464884675430029,-0.03881913348906918,-0.23280531624627876,0.07392194605122496,0.2545627959248413,-0.010523297489630788,-0.13266066696475848,0.21703059595341384,0.017691542828371445,0.041235755130090306,0.07074805119920817,-0.178203455261825,0.010050220115108706,0.0725184424215139,-0.020546534001354026,-0.140236295666267,-0.212410569526338,0.11621374791476996,-0.17867395668759972,-0.22035409006764112,-0.020186835044098163,-0.04513228475419095,0.050383812924403526,-0.21556606119437044,-0.018985024078813122,0.021521508039969134,1
3,1,0,0,28,0,0.6375000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.1666666666666667,10000,0,4.631504133310442,-4.089580268425864,1.3144974241730412,-3.1813298907799292,-1.4235160308416983,6.185055643326828,-2.1256305590158258,-0.09330501646311522,-0.4086438032212839,0.709136722415121,-1.3537229459995068,0.29639173067241004,-1.6364159189227554,-2.941104535270413,-0.6304880628313889,-0.9621421283530663,0.7560990304116659,-0.6267986095873689,0.27120488985855623,0.5615791822146681,0.16652154830576224,0.1456346748010233,-1.3371920039878173,2.0689644157640332,-0.2729574395858691,1.8698760932974199,1.8009686272833245,-0.3522924631703812,-2.164562245509496,0.6090956071834613,-1.1012028988207532,0.2607543429911804,0.17620747531636075,-0.31777588108391736,1.3667500372184733,1.597378871244799,2.630841419406132,-0.8957721851580857,0.6986933778154141,-0.030617512296574338,-0.5076015590985232,-0.1355785935698335,-2.9984255433611278,-0.5718252707044806,-0.6640394249342331,-0.3897254971087894,1.1564381131921573,-3.789177413964019,2.756742971449913,0.9419752151640144,0.34960677710923127,-0.5823809345340478,-0.14126737594770447,0.5768989106655286,0.24329251054916,-0.5148255123300459,1.4704012297372462,1.0031942577475306,-0.6830444239553106,-0.6982730732595904,1.2159924879503872,-4.0003654811596485,-0.2075635428191801,-1.905766509320476,0.19982594463545578,2.6999728232655866,-2.225338906789102,0.08859958007677673,-0.5007088289768986,0.5874077071395674,-1.9576689681169408,0.7391592289836659,0.08143432922346727,0.3931334594842393,0.8760112996237343,-0.3990535157942509,1.375170789677116,-1.0318577188714433,0.548291802925265,0.47262013677116765,0.48606878473103665,0.4129942475624837,-1.481751355063214,1.3510944813366828,0.29269495836677917,2.0730976793315103,2.4096711775408934,-1.4083577021891336,-1.1221427645789934,-0.5955896208772635,-3.1893517641229012,4.17228448198143,2.109373535936989,0.9945028246481659,3.0170632777339925,1.166518609425729,2.1229458080268877,-0.7721314560529351,0.33739770199742347,0.5871560985689674,-1.7901337444464174,1.931265254339656,-0.47108438613674064,-0.8793664598723514,-2.198503639240188,-3.2793635381967285,-0.059657871256551975,-2.0043455715893437,0.07737792398026655,-0.11576683367928431,-3.5017160053662826,1.9156748434019213,-1.9012174987801267,-0.9960823764085687,2.60264834763603,1.1439264171519326,1.5990925740589916,0.6811918542441724,-0.633953536698038,-2.1376563959437602,2
4,0,1,0,23,0,0.522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.1666666666666667,0,0,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,-1.0071636145020135,-1.2607775071454494,1.9285328992746933,-1.098896683408116,-1.0083319939940167,0.4070608291418711,0.9605585820277063,0.2989068469013852,1.0088079020854088,0.20302351329217605,0.19097256223897338,-0.3366496637448912,-0.39214322020051595,-0.28624804431257017,0.09228510492187449,-0.015108548953069187,0.030117215739824132,-0.10718954098072102,-0.034534607471534355,-0.13180747319661934,0.10495444101341848,0.2436323762872146,0.17910224932536056,0.07424147608486747,-0.031936180885469755,0.07263506260357873,0.014525427244002262,0.08001722084434106,-0.15599933456007029,0.10097556492737436,-0.1425895464809867,0.004510873072923444,-0.008293922056200593,0.07550432895947505,0.09710889587136719,0.11682690830303415,-0.04332660372821312,-0.0012354868992822954,-0.07495425098125386,-0.020040221035706556,-0.02659857896601564,0.08294202934909949,0.03499854048678058,0.03085546421464315,-0.022404055421539244,-0.03107239025412613,-0.016629343414743807,-0.07532895855544641,-0.07073083499830612,-0.12871544005611169,-0.0871431982049668,0.07571138797357878,-0.13683987426383515,0.0007825643062766655,-0.13813010104723708,-0.005073408243206244,-0.09908857214783488,-0.09839835292281794,-0.027979765501027692,0.0552169342127334,1
5,1,0,0,29,0,0.6183000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0833333333333333,0.0,99,0,0.023768712766468525,-0.04785571899265051,-0.10982094332575798,0.007518615573644638,0.017551537603139877,0.10902173072099686,-0.1449625939130783,-0.1493869610130787,0.03983021900057793,-0.02455703169107437,0.049947929568588734,-0.03599530830979347,0.03417356684803963,0.09740293584764004,0.04715224914252758,0.01586545653117355,-0.020993953105062246,-0.07508699782192707,-0.05153891257941723,0.06201860262081027,-0.005819609388709068,0.018384873867034912,0.12928341329097748,0.08144728187471628,0.0016548694111406803,0.012904230505228043,0.01474960520863533,-0.04057684168219566,0.06368717178702354,0.08181044831871986,-0.2034856081008911,0.01840277947485447,0.008965760469436646,-0.018481839448213577,0.04521946981549263,-0.07290512416511774,0.05596431717276573,-0.030421633273363113,0.0012145787477493286,0.1506619080901146,-0.0686138179153204,0.085758738219738,-0.02661911305040121,0.0035093389451503754,-0.017080508172512054,-0.0569419227540493,-0.05506535712629557,-0.03991601103916764,-0.032364994287490845,-0.10335643216967583,-0.13790436228737235,-0.03271058388054371,-0.10192305222153664,-0.062440644949674606,-0.13956589810550213,-0.06978935049846768,-0.13414036482572556,-0.10100948065519333,0.04032734967768192,-0.02696723397821188,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,1
6,1,0,0,31,0,0.14788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.083333333333333,0.0,0,0,0.0057531315833330154,-0.12434282898902893,-0.1067664697766304,0.04741948843002319,-0.06779613345861435,0.04192894697189331,-0.2120591253042221,-0.12021344155073166,0.03313783183693886,-0.02229495160281658,0.08845526725053787,0.03174668550491333,0.11161670088768005,0.02541687712073326,0.0021911002695560455,0.03156799450516701,-0.0535680428147316,-0.030981477349996567,-0.055923912674188614,0.11501875519752502,-0.04456324875354767,-0.019041214138269424,0.08860227465629578,0.14036360383033752,0.012397688813507557,0.1002798080444336,0.11627893894910812,-0.04506751522421837,0.05837582051753998,0.04221338778734207,-0.2454700618982315,0.09172438830137253,0.09513584524393082,0.07366549223661423,0.15988211333751678,-0.028814608231186867,0.07296178489923477,0.07499668747186661,-0.11320173740386963,0.1533353477716446,-0.1880296915769577,0.1233571469783783,-0.024907881394028664,0.029272910207509995,-0.1347910761833191,-0.20417238771915436,-0.08482516556978226,-0.06592061370611191,-0.12511269748210907,-0.06922981888055801,-0.28071391582489014,-0.10722920298576355,-0.05324166268110275,-0.15061622858047485,-0.05330021306872368,-0.1365833580493927,-0.1307407170534134,-0.09307907521724701,0.030882563441991806,-0.07958531379699707,1.1792662998844259,-1.3297156800438599,1.0034084345565872,-0.5902028769659222,0.38038921659622865,1.2932007573111999,-0.016668253874575118,0.2720543496757281,0.8232049598751732,-0.177249802126508,-0.3895892200271569,-0.6437513629840416,0.7907203786045406,0.12863692511219968,-0.2940189843111439,-0.2572709406748989,-0.20672650726959138,0.4583243057554281,-0.3330867610372789,-0.238321703294731,0.21313640600710737,0.008688978936152442,0.632521484553971,-0.11045261700626129,0.2133983816579529,0.32238593347710914,-0.03887022526324635,0.5444290134155563,-0.17098379846699285,0.24489519094034506,-0.055934615372447594,-0.5126098639830472,0.5084750238816876,-0.31614469073143225,-0.5260968608815119,0.20252131726544387,0.33268615450065336,0.3678526287098878,0.03729362099325557,0.34663257405308023,0.05384829823127202,0.25773443406916763,0.2657845711024797,0.13332082608029228,0.20398176571515766,0.10469699058647454,-0.0544257538213751,-0.04204879342116267,0.16260419400464196,0.13113996214352439,-0.0891793161405507,0.32706317492028175,0.06951934349098618,-0.08613793378960659,-0.16153275512214657,-0.053259709305910764,-0.2438642523493577,-0.10869574762548517,0.11354306648166479,-0.5641245203704518,1
7,1,0,0,30,0,0.5255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.833333333333333,0.0,0,0,-0.960327330202322,-1.4871030395669191,1.8147593993487618,-1.1667176024648496,-1.105176538007358,0.21718918516152694,0.9114614066282439,0.2490033994720461,0.9614242546733472,0.1457406935690865,0.2388369589849333,-0.28067112465552935,-0.21842111447888332,-0.19601175302324067,0.11451954725525487,0.019381871074023532,0.045733795031545316,-0.07360469914323538,-0.05865469241292153,0.005910399971869003,0.0179322246437101,0.24196701381984617,0.0901732071052449,0.09689957519479529,-0.07572520503981495,0.14022715942901945,0.10603044313380583,0.04858856958102459,-0.19841919407867772,-0.0019057921464095129,-0.25938191238960945,-0.00810204966507234,0.10632530569092186,0.13708670551905044,0.16133421440256251,0.12104042769743188,-0.12920078869430046,0.07577188130769555,-0.17159598522369313,-0.07080736957016344,-0.19065158320104483,0.2146943564336408,0.03007341489780722,0.013954583331505765,-0.018550374234704278,-0.23664945331790663,-0.0038867433214585614,-0.1593316281456613,-0.31250964085024246,-0.08562886936851966,-0.22901899081014832,0.04273650033429464,-0.1152664226057452,-0.12951491025684514,0.008725307899436005,-0.020033123239524265,-0.2926904883815334,-0.10622957871538487,-0.027913924720292676,-0.008775795197795736,-0.960327330202322,-1.4871030395669191,1.8147593993487618,-1.1667176024648496,-1.105176538007358,0.21718918516152694,0.9114614066282439,0.2490033994720461,0.9614242546733472,0.1457406935690865,0.2388369589849333,-0.28067112465552935,-0.21842111447888332,-0.19601175302324067,0.11451954725525487,0.019381871074023532,0.045733795031545316,-0.07360469914323538,-0.05865469241292153,0.005910399971869003,0.0179322246437101,0.24196701381984617,0.0901732071052449,0.09689957519479529,-0.07572520503981495,0.14022715942901945,0.10603044313380583,0.04858856958102459,-0.19841919407867772,-0.0019057921464095129,-0.25938191238960945,-0.00810204966507234,0.10632530569092186,0.13708670551905044,0.16133421440256251,0.12104042769743188,-0.12920078869430046,0.07577188130769555,-0.17159598522369313,-0.07080736957016344,-0.19065158320104483,0.2146943564336408,0.03007341489780722,0.013954583331505765,-0.018550374234704278,-0.23664945331790663,-0.0038867433214585614,-0.1593316281456613,-0.31250964085024246,-0.08562886936851966,-0.22901899081014832,0.04273650033429464,-0.1152664226057452,-0.12951491025684514,0.008725307899436005,-0.020033123239524265,-0.2926904883815334,-0.10622957871538487,-0.027913924720292676,-0.008775795197795736,2
8,1,0,0,25,0,0.6025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333335,0.0,0,0,0.023768712766468525,-0.04785571899265051,-0.10982094332575798,0.007518615573644638,0.017551537603139877,0.10902173072099686,-0.1449625939130783,-0.1493869610130787,0.03983021900057793,-0.02455703169107437,0.049947929568588734,-0.03599530830979347,0.03417356684803963,0.09740293584764004,0.04715224914252758,0.01586545653117355,-0.020993953105062246,-0.07508699782192707,-0.05153891257941723,0.06201860262081027,-0.005819609388709068,0.018384873867034912,0.12928341329097748,0.08144728187471628,0.0016548694111406803,0.012904230505228043,0.01474960520863533,-0.04057684168219566,0.06368717178702354,0.08181044831871986,-0.2034856081008911,0.01840277947485447,0.008965760469436646,-0.018481839448213577,0.04521946981549263,-0.07290512416511774,0.05596431717276573,-0.030421633273363113,0.0012145787477493286,0.1506619080901146,-0.0686138179153204,0.085758738219738,-0.02661911305040121,0.0035093389451503754,-0.017080508172512054,-0.0569419227540493,-0.05506535712629557,-0.03991601103916764,-0.032364994287490845,-0.10335643216967583,-0.13790436228737235,-0.03271058388054371,-0.10192305222153664,-0.062440644949674606,-0.13956589810550213,-0.06978935049846768,-0.13414036482572556,-0.10100948065519333,0.04032734967768192,-0.02696723397821188,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,1
9,1,0,0,24,0,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9166666666666666,0.0,0,0,0.023768712766468525,-0.04785571899265051,-0.10982094332575798,0.007518615573644638,0.017551537603139877,0.10902173072099686,-0.1449625939130783,-0.1493869610130787,0.03983021900057793,-0.02455703169107437,0.049947929568588734,-0.03599530830979347,0.03417356684803963,0.09740293584764004,0.04715224914252758,0.01586545653117355,-0.020993953105062246,-0.07508699782192707,-0.05153891257941723,0.06201860262081027,-0.005819609388709068,0.018384873867034912,0.12928341329097748,0.08144728187471628,0.0016548694111406803,0.012904230505228043,0.01474960520863533,-0.04057684168219566,0.06368717178702354,0.08181044831871986,-0.2034856081008911,0.01840277947485447,0.008965760469436646,-0.018481839448213577,0.04521946981549263,-0.07290512416511774,0.05596431717276573,-0.030421633273363113,0.0012145787477493286,0.1506619080901146,-0.0686138179153204,0.085758738219738,-0.02661911305040121,0.0035093389451503754,-0.017080508172512054,-0.0569419227540493,-0.05506535712629557,-0.03991601103916764,-0.032364994287490845,-0.10335643216967583,-0.13790436228737235,-0.03271058388054371,-0.10192305222153664,-0.062440644949674606,-0.13956589810550213,-0.06978935049846768,-0.13414036482572556,-0.10100948065519333,0.04032734967768192,-0.02696723397821188,-1.5316375687278223,-1.9054819562200382,2.9492370573494826,-1.632153896470807,-1.563947595323472,0.5225339864777564,1.4797709043025267,0.5376405105897907,1.4899505500460049,0.31794482582793016,0.28073854741514026,-0.4531058445550866,-0.5665800467049735,-0.5140665637561287,0.09237095837506218,-0.022744282708193828,0.03938575530743264,-0.10118805232415272,-0.028224954964978607,-0.20222043481697677,0.14096964653206295,0.3375430834946523,0.18367109802521125,0.10009673416775369,-0.04336029633259153,0.14618826742235685,0.06517800513192212,0.13806891533659807,-0.26849826336835897,0.09075959296601271,-0.1331337425697047,0.03422572428521696,0.026161279068227874,0.16857107900573326,0.18038493066031655,0.23373818250407552,-0.08447333031546803,0.06606674666037297,-0.17024682392156493,-0.10405456575785213,-0.06529889632218192,0.10033287929310036,0.06666298308355775,0.057410312480569346,-0.08392111305145636,-0.09175285648671708,-0.012291240780711272,-0.10603773364705793,-0.13628760695102288,-0.1243316373547707,-0.13316739293252292,0.0926630643480301,-0.12995759051476746,-0.011693622881147822,-0.09427935999971532,-0.006112440891038032,-0.07986285192273346,-0.09312758633765708,-0.06685571620822756,0.06999997839881344,1
